"Time","20.118.208.91:9100 ethernet rx","20.118.208.91:9100 infiniband rx","20.118.208.91:9100 unknown rx","20.118.208.91:9100 ethernet tx","20.118.208.91:9100 infiniband tx","20.118.208.91:9100 unknown tx"
2026-06-03 04:14:30,160 MB,167 MB,0 B,106 MB,106 MB,0 B
2026-06-03 04:14:45,161 MB,167 MB,0 B,106 MB,106 MB,0 B
2026-06-03 04:15:00,161 MB,167 MB,0 B,106 MB,106 MB,0 B
2026-06-03 04:15:15,161 MB,168 MB,0 B,106 MB,106 MB,0 B
2026-06-03 04:15:30,162 MB,168 MB,0 B,107 MB,107 MB,0 B
2026-06-03 04:15:45,162 MB,169 MB,0 B,107 MB,107 MB,0 B
2026-06-03 04:16:00,163 MB,169 MB,0 B,107 MB,107 MB,0 B
2026-06-03 04:16:15,163 MB,169 MB,0 B,107 MB,107 MB,0 B
2026-06-03 04:16:30,163 MB,170 MB,0 B,107 MB,108 MB,0 B
2026-06-03 04:16:45,164 MB,170 MB,0 B,108 MB,108 MB,0 B
2026-06-03 04:17:00,164 MB,171 MB,0 B,108 MB,108 MB,0 B
2026-06-03 04:17:15,165 MB,171 MB,0 B,108 MB,109 MB,0 B
2026-06-03 04:17:30,165 MB,172 MB,0 B,109 MB,109 MB,0 B
2026-06-03 04:17:45,166 MB,172 MB,0 B,109 MB,109 MB,0 B
2026-06-03 04:18:00,166 MB,173 MB,0 B,109 MB,110 MB,0 B
2026-06-03 04:18:15,167 MB,173 MB,0 B,110 MB,110 MB,0 B
2026-06-03 04:18:30,167 MB,174 MB,0 B,110 MB,110 MB,0 B
2026-06-03 04:18:45,168 MB,174 MB,0 B,110 MB,110 MB,0 B
2026-06-03 04:19:00,168 MB,175 MB,0 B,111 MB,111 MB,0 B
2026-06-03 04:19:15,169 MB,175 MB,0 B,111 MB,111 MB,0 B
2026-06-03 04:19:30,169 MB,176 MB,0 B,111 MB,111 MB,0 B
2026-06-03 04:19:45,170 MB,176 MB,0 B,112 MB,112 MB,0 B
2026-06-03 04:20:00,170 MB,177 MB,0 B,112 MB,112 MB,0 B
2026-06-03 04:20:15,170 MB,177 MB,0 B,112 MB,112 MB,0 B
2026-06-03 04:20:30,171 MB,178 MB,0 B,112 MB,113 MB,0 B
2026-06-03 04:20:45,172 MB,178 MB,0 B,113 MB,113 MB,0 B
2026-06-03 04:21:00,172 MB,179 MB,0 B,113 MB,113 MB,0 B
2026-06-03 04:21:15,172 MB,179 MB,0 B,113 MB,113 MB,0 B
2026-06-03 04:21:30,173 MB,180 MB,0 B,114 MB,114 MB,0 B
2026-06-03 04:21:45,173 MB,180 MB,0 B,114 MB,114 MB,0 B
2026-06-03 04:22:00,174 MB,181 MB,0 B,114 MB,114 MB,0 B
2026-06-03 04:22:15,174 MB,181 MB,0 B,115 MB,115 MB,0 B
2026-06-03 04:22:30,175 MB,182 MB,0 B,115 MB,115 MB,0 B
2026-06-03 04:22:45,175 MB,182 MB,0 B,115 MB,115 MB,0 B
2026-06-03 04:23:00,175 MB,182 MB,0 B,116 MB,116 MB,0 B
2026-06-03 04:23:15,176 MB,183 MB,0 B,116 MB,116 MB,0 B
2026-06-03 04:23:30,177 MB,183 MB,0 B,116 MB,116 MB,0 B
2026-06-03 04:23:45,177 MB,184 MB,0 B,117 MB,117 MB,0 B
2026-06-03 04:24:00,177 MB,184 MB,0 B,117 MB,117 MB,0 B
2026-06-03 04:24:15,178 MB,185 MB,0 B,117 MB,117 MB,0 B
2026-06-03 04:24:30,178 MB,185 MB,0 B,118 MB,118 MB,0 B
2026-06-03 04:24:45,179 MB,186 MB,0 B,118 MB,118 MB,0 B
2026-06-03 04:25:00,179 MB,186 MB,0 B,118 MB,118 MB,0 B
2026-06-03 04:25:15,180 MB,187 MB,0 B,118 MB,119 MB,0 B
2026-06-03 04:25:30,180 MB,187 MB,0 B,119 MB,119 MB,0 B
2026-06-03 04:25:45,181 MB,188 MB,0 B,119 MB,119 MB,0 B
2026-06-03 04:26:00,181 MB,188 MB,0 B,119 MB,120 MB,0 B
2026-06-03 04:26:15,182 MB,189 MB,0 B,120 MB,120 MB,0 B
2026-06-03 04:26:30,182 MB,189 MB,0 B,120 MB,120 MB,0 B
2026-06-03 04:26:45,183 MB,190 MB,0 B,120 MB,121 MB,0 B
2026-06-03 04:27:00,183 MB,190 MB,0 B,121 MB,121 MB,0 B
2026-06-03 04:27:15,184 MB,191 MB,0 B,121 MB,121 MB,0 B
2026-06-03 04:27:30,184 MB,191 MB,0 B,121 MB,122 MB,0 B
2026-06-03 04:27:45,184 MB,191 MB,0 B,122 MB,122 MB,0 B
2026-06-03 04:28:00,184 MB,192 MB,0 B,122 MB,122 MB,0 B
2026-06-03 04:28:15,185 MB,192 MB,0 B,122 MB,122 MB,0 B
2026-06-03 04:28:30,185 MB,192 MB,0 B,122 MB,122 MB,0 B
2026-06-03 04:28:45,185 MB,192 MB,0 B,122 MB,123 MB,0 B
2026-06-03 04:29:00,185 MB,193 MB,0 B,123 MB,123 MB,0 B
2026-06-03 04:29:15,186 MB,193 MB,0 B,123 MB,123 MB,0 B
2026-06-03 04:29:30,186 MB,193 MB,0 B,123 MB,123 MB,0 B
2026-06-03 04:29:45,187 MB,194 MB,0 B,123 MB,124 MB,0 B
2026-06-03 04:30:00,187 MB,194 MB,0 B,124 MB,124 MB,0 B
2026-06-03 04:30:15,187 MB,195 MB,0 B,124 MB,124 MB,0 B
2026-06-03 04:30:30,188 MB,195 MB,0 B,124 MB,124 MB,0 B
2026-06-03 04:30:45,188 MB,195 MB,0 B,124 MB,125 MB,0 B
2026-06-03 04:31:00,188 MB,196 MB,0 B,125 MB,125 MB,0 B
2026-06-03 04:31:15,189 MB,196 MB,0 B,125 MB,125 MB,0 B
2026-06-03 04:31:30,189 MB,196 MB,0 B,125 MB,125 MB,0 B
2026-06-03 04:31:45,189 MB,196 MB,0 B,125 MB,125 MB,0 B
2026-06-03 04:32:00,189 MB,197 MB,0 B,125 MB,125 MB,0 B
2026-06-03 04:32:15,190 MB,197 MB,0 B,126 MB,126 MB,0 B
2026-06-03 04:32:30,190 MB,197 MB,0 B,126 MB,126 MB,0 B
2026-06-03 04:32:45,190 MB,198 MB,0 B,126 MB,126 MB,0 B
2026-06-03 04:33:00,191 MB,198 MB,0 B,126 MB,126 MB,0 B
2026-06-03 04:33:15,191 MB,199 MB,0 B,127 MB,127 MB,0 B
2026-06-03 04:33:30,192 MB,199 MB,0 B,127 MB,127 MB,0 B
2026-06-03 04:33:45,192 MB,200 MB,0 B,127 MB,127 MB,0 B
2026-06-03 04:34:00,193 MB,200 MB,0 B,128 MB,128 MB,0 B
2026-06-03 04:34:15,193 MB,201 MB,0 B,128 MB,128 MB,0 B
2026-06-03 04:34:30,194 MB,201 MB,0 B,128 MB,128 MB,0 B
2026-06-03 04:34:45,194 MB,202 MB,0 B,128 MB,129 MB,0 B
2026-06-03 04:35:00,195 MB,202 MB,0 B,129 MB,129 MB,0 B
2026-06-03 04:35:15,195 MB,203 MB,0 B,129 MB,129 MB,0 B
2026-06-03 04:35:30,196 MB,203 MB,0 B,129 MB,130 MB,0 B
2026-06-03 04:35:45,196 MB,204 MB,0 B,130 MB,130 MB,0 B
2026-06-03 04:36:00,197 MB,204 MB,0 B,130 MB,130 MB,0 B
2026-06-03 04:36:15,197 MB,205 MB,0 B,130 MB,130 MB,0 B
2026-06-03 04:36:30,197 MB,205 MB,0 B,130 MB,131 MB,0 B
2026-06-03 04:36:45,197 MB,205 MB,0 B,131 MB,131 MB,0 B
2026-06-03 04:37:00,198 MB,206 MB,0 B,131 MB,131 MB,0 B
2026-06-03 04:37:15,198 MB,206 MB,0 B,131 MB,131 MB,0 B
2026-06-03 04:37:30,198 MB,206 MB,0 B,131 MB,131 MB,0 B
2026-06-03 04:37:45,199 MB,206 MB,0 B,132 MB,132 MB,0 B
2026-06-03 04:38:00,199 MB,207 MB,0 B,132 MB,132 MB,0 B
2026-06-03 04:38:15,199 MB,207 MB,0 B,132 MB,132 MB,0 B
2026-06-03 04:38:30,200 MB,208 MB,0 B,132 MB,133 MB,0 B
2026-06-03 04:38:45,200 MB,208 MB,0 B,133 MB,133 MB,0 B
2026-06-03 04:39:00,201 MB,209 MB,0 B,133 MB,133 MB,0 B
2026-06-03 04:39:15,201 MB,209 MB,0 B,133 MB,133 MB,0 B
2026-06-03 04:39:30,201 MB,209 MB,0 B,133 MB,134 MB,0 B
2026-06-03 04:39:45,202 MB,210 MB,0 B,134 MB,134 MB,0 B
2026-06-03 04:40:00,202 MB,210 MB,0 B,134 MB,134 MB,0 B
2026-06-03 04:40:15,203 MB,210 MB,0 B,134 MB,134 MB,0 B
2026-06-03 04:40:30,203 MB,211 MB,0 B,135 MB,135 MB,0 B
2026-06-03 04:40:45,203 MB,211 MB,0 B,135 MB,135 MB,0 B
2026-06-03 04:41:00,204 MB,212 MB,0 B,135 MB,135 MB,0 B
2026-06-03 04:41:15,204 MB,212 MB,0 B,136 MB,136 MB,0 B
2026-06-03 04:41:30,205 MB,213 MB,0 B,136 MB,136 MB,0 B
2026-06-03 04:41:45,205 MB,213 MB,0 B,136 MB,136 MB,0 B
2026-06-03 04:42:00,206 MB,214 MB,0 B,137 MB,137 MB,0 B
2026-06-03 04:42:15,206 MB,214 MB,0 B,137 MB,137 MB,0 B
2026-06-03 04:42:30,207 MB,215 MB,0 B,137 MB,137 MB,0 B
2026-06-03 04:42:45,207 MB,215 MB,0 B,138 MB,138 MB,0 B
2026-06-03 04:43:00,207 MB,215 MB,0 B,138 MB,138 MB,0 B
2026-06-03 04:43:15,208 MB,216 MB,0 B,138 MB,138 MB,0 B
2026-06-03 04:43:30,208 MB,216 MB,0 B,138 MB,139 MB,0 B
2026-06-03 04:43:45,209 MB,217 MB,0 B,139 MB,139 MB,0 B
2026-06-03 04:44:00,209 MB,217 MB,0 B,139 MB,139 MB,0 B
2026-06-03 04:44:15,210 MB,218 MB,0 B,139 MB,140 MB,0 B
2026-06-03 04:44:30,210 MB,218 MB,0 B,140 MB,140 MB,0 B
2026-06-03 04:44:45,211 MB,219 MB,0 B,140 MB,140 MB,0 B
2026-06-03 04:45:00,211 MB,219 MB,0 B,140 MB,141 MB,0 B
2026-06-03 04:45:15,211 MB,220 MB,0 B,141 MB,141 MB,0 B
2026-06-03 04:45:30,212 MB,220 MB,0 B,141 MB,141 MB,0 B
2026-06-03 04:45:45,212 MB,221 MB,0 B,141 MB,142 MB,0 B
2026-06-03 04:46:00,213 MB,221 MB,0 B,142 MB,142 MB,0 B
2026-06-03 04:46:15,213 MB,221 MB,0 B,142 MB,142 MB,0 B
2026-06-03 04:46:30,213 MB,222 MB,0 B,142 MB,142 MB,0 B
2026-06-03 04:46:45,214 MB,222 MB,0 B,142 MB,143 MB,0 B
2026-06-03 04:47:00,214 MB,223 MB,0 B,143 MB,143 MB,0 B
2026-06-03 04:47:15,215 MB,223 MB,0 B,143 MB,143 MB,0 B
2026-06-03 04:47:30,215 MB,224 MB,0 B,143 MB,143 MB,0 B
2026-06-03 04:47:45,216 MB,224 MB,0 B,144 MB,144 MB,0 B
2026-06-03 04:48:00,216 MB,225 MB,0 B,144 MB,144 MB,0 B
2026-06-03 04:48:15,217 MB,225 MB,0 B,144 MB,144 MB,0 B
2026-06-03 04:48:30,217 MB,226 MB,0 B,145 MB,145 MB,0 B
2026-06-03 04:48:45,217 MB,226 MB,0 B,145 MB,145 MB,0 B
2026-06-03 04:49:00,218 MB,227 MB,0 B,145 MB,145 MB,0 B
2026-06-03 04:49:15,219 MB,227 MB,0 B,146 MB,146 MB,0 B
2026-06-03 04:49:30,219 MB,228 MB,0 B,146 MB,146 MB,0 B
2026-06-03 04:49:45,220 MB,228 MB,0 B,146 MB,146 MB,0 B
2026-06-03 04:50:00,220 MB,228 MB,0 B,147 MB,147 MB,0 B
2026-06-03 04:50:15,220 MB,229 MB,0 B,147 MB,147 MB,0 B
2026-06-03 04:50:30,221 MB,229 MB,0 B,147 MB,147 MB,0 B
2026-06-03 04:50:45,221 MB,230 MB,0 B,148 MB,148 MB,0 B
2026-06-03 04:51:00,222 MB,230 MB,0 B,148 MB,148 MB,0 B
2026-06-03 04:51:15,222 MB,231 MB,0 B,148 MB,149 MB,0 B
2026-06-03 04:51:30,222 MB,231 MB,0 B,149 MB,149 MB,0 B
2026-06-03 04:51:45,222 MB,231 MB,0 B,149 MB,149 MB,0 B
2026-06-03 04:52:00,223 MB,231 MB,0 B,149 MB,149 MB,0 B
2026-06-03 04:52:15,223 MB,232 MB,0 B,149 MB,149 MB,0 B
2026-06-03 04:52:30,224 MB,232 MB,0 B,150 MB,150 MB,0 B
2026-06-03 04:52:45,224 MB,233 MB,0 B,150 MB,150 MB,0 B
2026-06-03 04:53:00,224 MB,233 MB,0 B,150 MB,150 MB,0 B
2026-06-03 04:53:15,225 MB,233 MB,0 B,150 MB,151 MB,0 B
2026-06-03 04:53:30,225 MB,234 MB,0 B,151 MB,151 MB,0 B
2026-06-03 04:53:45,225 MB,234 MB,0 B,151 MB,151 MB,0 B
2026-06-03 04:54:00,226 MB,235 MB,0 B,151 MB,151 MB,0 B
2026-06-03 04:54:15,226 MB,235 MB,0 B,151 MB,152 MB,0 B
2026-06-03 04:54:30,227 MB,236 MB,0 B,152 MB,152 MB,0 B
2026-06-03 04:54:45,227 MB,236 MB,0 B,152 MB,152 MB,0 B
2026-06-03 04:55:00,228 MB,237 MB,0 B,152 MB,153 MB,0 B
2026-06-03 04:55:15,228 MB,237 MB,0 B,153 MB,153 MB,0 B
2026-06-03 04:55:30,229 MB,238 MB,0 B,153 MB,153 MB,0 B
2026-06-03 04:55:45,229 MB,238 MB,0 B,153 MB,154 MB,0 B
2026-06-03 04:56:00,230 MB,239 MB,0 B,154 MB,154 MB,0 B
2026-06-03 04:56:15,230 MB,239 MB,0 B,154 MB,154 MB,0 B
2026-06-03 04:56:30,230 MB,239 MB,0 B,154 MB,154 MB,0 B
2026-06-03 04:56:45,230 MB,240 MB,0 B,155 MB,155 MB,0 B
2026-06-03 04:57:00,231 MB,240 MB,0 B,155 MB,155 MB,0 B
2026-06-03 04:57:15,231 MB,240 MB,0 B,155 MB,155 MB,0 B
2026-06-03 04:57:30,232 MB,241 MB,0 B,155 MB,155 MB,0 B
2026-06-03 04:57:45,232 MB,241 MB,0 B,156 MB,156 MB,0 B
2026-06-03 04:58:00,233 MB,242 MB,0 B,156 MB,156 MB,0 B
2026-06-03 04:58:15,233 MB,242 MB,0 B,156 MB,156 MB,0 B
2026-06-03 04:58:30,234 MB,243 MB,0 B,157 MB,157 MB,0 B
2026-06-03 04:58:45,234 MB,243 MB,0 B,157 MB,157 MB,0 B
2026-06-03 04:59:00,235 MB,244 MB,0 B,157 MB,157 MB,0 B
2026-06-03 04:59:15,235 MB,244 MB,0 B,157 MB,158 MB,0 B
2026-06-03 04:59:30,236 MB,245 MB,0 B,158 MB,158 MB,0 B
2026-06-03 04:59:45,236 MB,245 MB,0 B,158 MB,158 MB,0 B
2026-06-03 05:00:00,236 MB,246 MB,0 B,158 MB,159 MB,0 B
2026-06-03 05:00:15,237 MB,246 MB,0 B,158 MB,159 MB,0 B
2026-06-03 05:00:30,237 MB,246 MB,0 B,159 MB,159 MB,0 B
2026-06-03 05:00:45,237 MB,247 MB,0 B,159 MB,159 MB,0 B
2026-06-03 05:01:00,238 MB,247 MB,0 B,159 MB,160 MB,0 B
2026-06-03 05:01:15,238 MB,248 MB,0 B,160 MB,160 MB,0 B
2026-06-03 05:01:30,239 MB,248 MB,0 B,160 MB,160 MB,0 B
2026-06-03 05:01:45,239 MB,248 MB,0 B,160 MB,160 MB,0 B
2026-06-03 05:02:00,239 MB,249 MB,0 B,160 MB,161 MB,0 B
2026-06-03 05:02:15,240 MB,249 MB,0 B,161 MB,161 MB,0 B
2026-06-03 05:02:30,240 MB,250 MB,0 B,161 MB,161 MB,0 B
2026-06-03 05:02:45,241 MB,250 MB,0 B,161 MB,161 MB,0 B
2026-06-03 05:03:00,241 MB,250 MB,0 B,161 MB,162 MB,0 B
2026-06-03 05:03:15,241 MB,251 MB,0 B,162 MB,162 MB,0 B
2026-06-03 05:03:30,242 MB,251 MB,0 B,162 MB,162 MB,0 B
2026-06-03 05:03:45,242 MB,252 MB,0 B,162 MB,162 MB,0 B
2026-06-03 05:04:00,243 MB,252 MB,0 B,163 MB,163 MB,0 B
2026-06-03 05:04:15,243 MB,252 MB,0 B,163 MB,163 MB,0 B
2026-06-03 05:04:30,243 MB,253 MB,0 B,163 MB,163 MB,0 B
2026-06-03 05:04:45,244 MB,253 MB,0 B,163 MB,163 MB,0 B
2026-06-03 05:05:00,244 MB,253 MB,0 B,163 MB,164 MB,0 B
2026-06-03 05:05:15,244 MB,254 MB,0 B,164 MB,164 MB,0 B
2026-06-03 05:05:30,245 MB,254 MB,0 B,164 MB,164 MB,0 B
2026-06-03 05:05:45,245 MB,255 MB,0 B,164 MB,165 MB,0 B
2026-06-03 05:06:00,246 MB,255 MB,0 B,165 MB,165 MB,0 B
2026-06-03 05:06:15,246 MB,256 MB,0 B,165 MB,165 MB,0 B
2026-06-03 05:06:30,247 MB,256 MB,0 B,165 MB,166 MB,0 B
2026-06-03 05:06:45,247 MB,257 MB,0 B,166 MB,166 MB,0 B
2026-06-03 05:07:00,247 MB,257 MB,0 B,166 MB,166 MB,0 B
2026-06-03 05:07:15,248 MB,258 MB,0 B,166 MB,167 MB,0 B
2026-06-03 05:07:30,248 MB,258 MB,0 B,167 MB,167 MB,0 B
2026-06-03 05:07:45,249 MB,258 MB,0 B,167 MB,167 MB,0 B
2026-06-03 05:08:00,249 MB,259 MB,0 B,167 MB,167 MB,0 B
2026-06-03 05:08:15,250 MB,260 MB,0 B,168 MB,168 MB,0 B
2026-06-03 05:08:30,250 MB,260 MB,0 B,168 MB,168 MB,0 B
2026-06-03 05:08:45,251 MB,261 MB,0 B,168 MB,168 MB,0 B
2026-06-03 05:09:00,251 MB,261 MB,0 B,169 MB,169 MB,0 B
2026-06-03 05:09:15,252 MB,262 MB,0 B,169 MB,169 MB,0 B
2026-06-03 05:09:30,252 MB,262 MB,0 B,169 MB,169 MB,0 B
2026-06-03 05:09:45,253 MB,263 MB,0 B,170 MB,170 MB,0 B
2026-06-03 05:10:00,253 MB,263 MB,0 B,170 MB,170 MB,0 B
2026-06-03 05:10:15,254 MB,264 MB,0 B,170 MB,170 MB,0 B
2026-06-03 05:10:30,254 MB,264 MB,0 B,171 MB,171 MB,0 B
2026-06-03 05:10:45,255 MB,265 MB,0 B,171 MB,171 MB,0 B
2026-06-03 05:11:00,255 MB,265 MB,0 B,171 MB,171 MB,0 B
2026-06-03 05:11:15,256 MB,266 MB,0 B,172 MB,172 MB,0 B
2026-06-03 05:11:30,256 MB,266 MB,0 B,172 MB,172 MB,0 B
2026-06-03 05:11:45,257 MB,267 MB,0 B,172 MB,172 MB,0 B
2026-06-03 05:12:00,257 MB,267 MB,0 B,173 MB,173 MB,0 B
2026-06-03 05:12:15,257 MB,268 MB,0 B,173 MB,173 MB,0 B
2026-06-03 05:12:30,258 MB,268 MB,0 B,173 MB,173 MB,0 B
2026-06-03 05:12:45,258 MB,269 MB,0 B,174 MB,174 MB,0 B
2026-06-03 05:13:00,259 MB,269 MB,0 B,174 MB,174 MB,0 B
2026-06-03 05:13:15,259 MB,270 MB,0 B,174 MB,174 MB,0 B
2026-06-03 05:13:30,260 MB,270 MB,0 B,175 MB,175 MB,0 B
2026-06-03 05:13:45,260 MB,271 MB,0 B,175 MB,175 MB,0 B
2026-06-03 05:14:00,261 MB,271 MB,0 B,175 MB,175 MB,0 B
2026-06-03 05:14:15,261 MB,272 MB,0 B,175 MB,176 MB,0 B
2026-06-03 05:14:30,262 MB,272 MB,0 B,176 MB,176 MB,0 B
2026-06-03 05:14:45,262 MB,273 MB,0 B,176 MB,176 MB,0 B
2026-06-03 05:15:00,263 MB,273 MB,0 B,176 MB,177 MB,0 B
2026-06-03 05:15:15,263 MB,273 MB,0 B,177 MB,177 MB,0 B
2026-06-03 05:15:30,264 MB,274 MB,0 B,177 MB,177 MB,0 B
2026-06-03 05:15:45,264 MB,274 MB,0 B,177 MB,177 MB,0 B
2026-06-03 05:16:00,264 MB,275 MB,0 B,177 MB,178 MB,0 B
2026-06-03 05:16:15,265 MB,275 MB,0 B,178 MB,178 MB,0 B
2026-06-03 05:16:30,265 MB,276 MB,0 B,178 MB,178 MB,0 B
2026-06-03 05:16:45,266 MB,276 MB,0 B,178 MB,179 MB,0 B
2026-06-03 05:17:00,266 MB,277 MB,0 B,179 MB,179 MB,0 B
2026-06-03 05:17:15,267 MB,277 MB,0 B,179 MB,179 MB,0 B
2026-06-03 05:17:30,267 MB,277 MB,0 B,179 MB,180 MB,0 B
2026-06-03 05:17:45,267 MB,278 MB,0 B,180 MB,180 MB,0 B
2026-06-03 05:18:00,268 MB,278 MB,0 B,180 MB,180 MB,0 B
2026-06-03 05:18:15,268 MB,279 MB,0 B,180 MB,180 MB,0 B
2026-06-03 05:18:30,269 MB,279 MB,0 B,181 MB,181 MB,0 B
2026-06-03 05:18:45,269 MB,280 MB,0 B,181 MB,181 MB,0 B
2026-06-03 05:19:00,270 MB,280 MB,0 B,181 MB,181 MB,0 B
2026-06-03 05:19:15,270 MB,281 MB,0 B,182 MB,182 MB,0 B
2026-06-03 05:19:30,271 MB,281 MB,0 B,182 MB,182 MB,0 B
2026-06-03 05:19:45,271 MB,282 MB,0 B,182 MB,182 MB,0 B
2026-06-03 05:20:00,272 MB,282 MB,0 B,182 MB,183 MB,0 B
2026-06-03 05:20:15,272 MB,283 MB,0 B,183 MB,183 MB,0 B
2026-06-03 05:20:30,273 MB,283 MB,0 B,183 MB,183 MB,0 B
2026-06-03 05:20:45,273 MB,284 MB,0 B,183 MB,184 MB,0 B
2026-06-03 05:21:00,274 MB,284 MB,0 B,184 MB,184 MB,0 B
2026-06-03 05:21:15,274 MB,285 MB,0 B,184 MB,184 MB,0 B
2026-06-03 05:21:30,275 MB,285 MB,0 B,184 MB,185 MB,0 B
2026-06-03 05:21:45,275 MB,286 MB,0 B,185 MB,185 MB,0 B
2026-06-03 05:22:00,276 MB,286 MB,0 B,185 MB,185 MB,0 B
2026-06-03 05:22:15,276 MB,287 MB,0 B,185 MB,185 MB,0 B
2026-06-03 05:22:30,276 MB,287 MB,0 B,185 MB,186 MB,0 B
2026-06-03 05:22:45,277 MB,288 MB,0 B,186 MB,186 MB,0 B
2026-06-03 05:23:00,277 MB,288 MB,0 B,186 MB,186 MB,0 B
2026-06-03 05:23:15,278 MB,289 MB,0 B,186 MB,187 MB,0 B
2026-06-03 05:23:30,278 MB,289 MB,0 B,187 MB,187 MB,0 B
2026-06-03 05:23:45,279 MB,290 MB,0 B,187 MB,187 MB,0 B
2026-06-03 05:24:00,279 MB,290 MB,0 B,187 MB,187 MB,0 B
2026-06-03 05:24:15,279 MB,290 MB,0 B,187 MB,188 MB,0 B
2026-06-03 05:24:30,280 MB,291 MB,0 B,188 MB,188 MB,0 B
2026-06-03 05:24:45,280 MB,291 MB,0 B,188 MB,188 MB,0 B
2026-06-03 05:25:00,281 MB,292 MB,0 B,188 MB,189 MB,0 B
2026-06-03 05:25:15,281 MB,292 MB,0 B,189 MB,189 MB,0 B
2026-06-03 05:25:30,281 MB,292 MB,0 B,189 MB,189 MB,0 B
2026-06-03 05:25:45,282 MB,293 MB,0 B,189 MB,189 MB,0 B
2026-06-03 05:26:00,282 MB,293 MB,0 B,189 MB,190 MB,0 B
2026-06-03 05:26:15,282 MB,294 MB,0 B,190 MB,190 MB,0 B
2026-06-03 05:26:30,283 MB,294 MB,0 B,190 MB,190 MB,0 B
2026-06-03 05:26:45,283 MB,294 MB,0 B,190 MB,190 MB,0 B
2026-06-03 05:27:00,283 MB,295 MB,0 B,190 MB,191 MB,0 B
2026-06-03 05:27:15,284 MB,295 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:27:30,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:27:45,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:28:00,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:28:15,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:28:30,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:28:45,284 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:29:00,285 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:29:15,285 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:29:30,285 MB,296 MB,0 B,191 MB,191 MB,0 B
2026-06-03 05:29:45,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:30:00,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:30:15,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:30:30,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:30:45,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:31:00,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:31:15,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:31:30,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:31:45,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:32:00,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:32:15,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:32:30,285 MB,296 MB,0 B,191 MB,192 MB,0 B
2026-06-03 05:32:45,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:33:00,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:33:15,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:33:30,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:33:45,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:34:00,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:34:15,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:34:30,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:34:45,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:35:00,285 MB,296 MB,0 B,192 MB,192 MB,0 B
2026-06-03 05:35:15,285 MB,296 MB,0 B,192 MB,192 MB,0 B
