"Time","20.118.208.91:9100 ethernet rx","20.118.208.91:9100 infiniband rx","20.118.208.91:9100 unknown rx","20.118.208.91:9100 ethernet tx","20.118.208.91:9100 infiniband tx","20.118.208.91:9100 unknown tx"
2026-06-03 03:50:30,110 MiB,115 MiB,0 B,71.5 MiB,71.6 MiB,0 B
2026-06-03 03:50:45,111 MiB,115 MiB,0 B,71.8 MiB,71.9 MiB,0 B
2026-06-03 03:51:00,111 MiB,116 MiB,0 B,72.1 MiB,72.1 MiB,0 B
2026-06-03 03:51:15,112 MiB,116 MiB,0 B,72.5 MiB,72.6 MiB,0 B
2026-06-03 03:51:30,112 MiB,116 MiB,0 B,72.8 MiB,72.9 MiB,0 B
2026-06-03 03:51:45,112 MiB,117 MiB,0 B,73.0 MiB,73.1 MiB,0 B
2026-06-03 03:52:00,113 MiB,117 MiB,0 B,73.3 MiB,73.4 MiB,0 B
2026-06-03 03:52:15,113 MiB,118 MiB,0 B,73.7 MiB,73.7 MiB,0 B
2026-06-03 03:52:30,114 MiB,118 MiB,0 B,73.9 MiB,74.0 MiB,0 B
2026-06-03 03:52:45,114 MiB,119 MiB,0 B,74.2 MiB,74.3 MiB,0 B
2026-06-03 03:53:00,115 MiB,119 MiB,0 B,74.6 MiB,74.7 MiB,0 B
2026-06-03 03:53:15,115 MiB,120 MiB,0 B,74.9 MiB,74.9 MiB,0 B
2026-06-03 03:53:30,116 MiB,120 MiB,0 B,75.2 MiB,75.3 MiB,0 B
2026-06-03 03:53:45,116 MiB,121 MiB,0 B,75.5 MiB,75.6 MiB,0 B
2026-06-03 03:54:00,116 MiB,121 MiB,0 B,75.7 MiB,75.7 MiB,0 B
2026-06-03 03:54:15,117 MiB,121 MiB,0 B,76.0 MiB,76.1 MiB,0 B
2026-06-03 03:54:30,117 MiB,122 MiB,0 B,76.2 MiB,76.3 MiB,0 B
2026-06-03 03:54:45,118 MiB,122 MiB,0 B,76.5 MiB,76.6 MiB,0 B
2026-06-03 03:55:00,118 MiB,123 MiB,0 B,76.8 MiB,76.8 MiB,0 B
2026-06-03 03:55:15,119 MiB,123 MiB,0 B,77.1 MiB,77.2 MiB,0 B
2026-06-03 03:55:30,119 MiB,124 MiB,0 B,77.4 MiB,77.5 MiB,0 B
2026-06-03 03:55:45,119 MiB,124 MiB,0 B,77.7 MiB,77.8 MiB,0 B
2026-06-03 03:56:00,120 MiB,125 MiB,0 B,78.0 MiB,78.1 MiB,0 B
2026-06-03 03:56:15,120 MiB,125 MiB,0 B,78.3 MiB,78.4 MiB,0 B
2026-06-03 03:56:30,121 MiB,126 MiB,0 B,78.6 MiB,78.7 MiB,0 B
2026-06-03 03:56:45,121 MiB,126 MiB,0 B,78.9 MiB,79.0 MiB,0 B
2026-06-03 03:57:00,122 MiB,126 MiB,0 B,79.3 MiB,79.3 MiB,0 B
2026-06-03 03:57:15,122 MiB,127 MiB,0 B,79.5 MiB,79.6 MiB,0 B
2026-06-03 03:57:30,123 MiB,127 MiB,0 B,79.9 MiB,80.0 MiB,0 B
2026-06-03 03:57:45,123 MiB,128 MiB,0 B,80.2 MiB,80.3 MiB,0 B
2026-06-03 03:58:00,123 MiB,128 MiB,0 B,80.5 MiB,80.6 MiB,0 B
2026-06-03 03:58:15,124 MiB,129 MiB,0 B,80.9 MiB,81.0 MiB,0 B
2026-06-03 03:58:30,124 MiB,129 MiB,0 B,81.2 MiB,81.3 MiB,0 B
2026-06-03 03:58:45,125 MiB,130 MiB,0 B,81.5 MiB,81.6 MiB,0 B
2026-06-03 03:59:00,125 MiB,130 MiB,0 B,81.8 MiB,81.9 MiB,0 B
2026-06-03 03:59:15,126 MiB,130 MiB,0 B,82.1 MiB,82.2 MiB,0 B
2026-06-03 03:59:30,126 MiB,131 MiB,0 B,82.3 MiB,82.4 MiB,0 B
2026-06-03 03:59:45,126 MiB,131 MiB,0 B,82.6 MiB,82.7 MiB,0 B
2026-06-03 04:00:00,127 MiB,132 MiB,0 B,82.9 MiB,83.0 MiB,0 B
2026-06-03 04:00:15,127 MiB,132 MiB,0 B,83.2 MiB,83.3 MiB,0 B
2026-06-03 04:00:30,128 MiB,133 MiB,0 B,83.5 MiB,83.6 MiB,0 B
2026-06-03 04:00:45,128 MiB,133 MiB,0 B,83.9 MiB,84.0 MiB,0 B
2026-06-03 04:01:00,128 MiB,133 MiB,0 B,84.0 MiB,84.1 MiB,0 B
2026-06-03 04:01:15,129 MiB,134 MiB,0 B,84.3 MiB,84.4 MiB,0 B
2026-06-03 04:01:30,129 MiB,134 MiB,0 B,84.5 MiB,84.6 MiB,0 B
2026-06-03 04:01:45,130 MiB,135 MiB,0 B,84.8 MiB,84.9 MiB,0 B
2026-06-03 04:02:00,130 MiB,135 MiB,0 B,85.2 MiB,85.3 MiB,0 B
2026-06-03 04:02:15,130 MiB,135 MiB,0 B,85.5 MiB,85.6 MiB,0 B
2026-06-03 04:02:30,131 MiB,136 MiB,0 B,85.8 MiB,85.9 MiB,0 B
2026-06-03 04:02:45,131 MiB,136 MiB,0 B,86.1 MiB,86.2 MiB,0 B
2026-06-03 04:03:00,132 MiB,137 MiB,0 B,86.5 MiB,86.6 MiB,0 B
2026-06-03 04:03:15,132 MiB,137 MiB,0 B,86.8 MiB,86.9 MiB,0 B
2026-06-03 04:03:30,133 MiB,138 MiB,0 B,87.1 MiB,87.2 MiB,0 B
2026-06-03 04:03:45,133 MiB,138 MiB,0 B,87.4 MiB,87.5 MiB,0 B
2026-06-03 04:04:00,134 MiB,139 MiB,0 B,87.7 MiB,87.8 MiB,0 B
2026-06-03 04:04:15,134 MiB,139 MiB,0 B,88.0 MiB,88.1 MiB,0 B
2026-06-03 04:04:30,135 MiB,140 MiB,0 B,88.3 MiB,88.4 MiB,0 B
2026-06-03 04:04:45,135 MiB,140 MiB,0 B,88.6 MiB,88.7 MiB,0 B
2026-06-03 04:05:00,135 MiB,141 MiB,0 B,89.0 MiB,89.1 MiB,0 B
2026-06-03 04:05:15,136 MiB,141 MiB,0 B,89.3 MiB,89.4 MiB,0 B
2026-06-03 04:05:30,136 MiB,142 MiB,0 B,89.6 MiB,89.7 MiB,0 B
2026-06-03 04:05:45,137 MiB,142 MiB,0 B,89.9 MiB,90.0 MiB,0 B
2026-06-03 04:06:00,137 MiB,143 MiB,0 B,90.2 MiB,90.3 MiB,0 B
2026-06-03 04:06:15,138 MiB,143 MiB,0 B,90.6 MiB,90.7 MiB,0 B
2026-06-03 04:06:30,138 MiB,144 MiB,0 B,90.9 MiB,91.0 MiB,0 B
2026-06-03 04:06:45,139 MiB,144 MiB,0 B,91.2 MiB,91.3 MiB,0 B
2026-06-03 04:07:00,139 MiB,145 MiB,0 B,91.5 MiB,91.6 MiB,0 B
2026-06-03 04:07:15,140 MiB,145 MiB,0 B,91.8 MiB,91.9 MiB,0 B
2026-06-03 04:07:30,140 MiB,146 MiB,0 B,92.1 MiB,92.2 MiB,0 B
2026-06-03 04:07:45,140 MiB,146 MiB,0 B,92.4 MiB,92.5 MiB,0 B
2026-06-03 04:08:00,141 MiB,146 MiB,0 B,92.7 MiB,92.8 MiB,0 B
2026-06-03 04:08:15,141 MiB,147 MiB,0 B,93.0 MiB,93.1 MiB,0 B
2026-06-03 04:08:30,142 MiB,147 MiB,0 B,93.4 MiB,93.5 MiB,0 B
2026-06-03 04:08:45,142 MiB,148 MiB,0 B,93.7 MiB,93.8 MiB,0 B
2026-06-03 04:09:00,143 MiB,148 MiB,0 B,94.0 MiB,94.1 MiB,0 B
2026-06-03 04:09:15,143 MiB,149 MiB,0 B,94.3 MiB,94.4 MiB,0 B
2026-06-03 04:09:30,144 MiB,149 MiB,0 B,94.6 MiB,94.7 MiB,0 B
2026-06-03 04:09:45,144 MiB,150 MiB,0 B,94.9 MiB,95.0 MiB,0 B
2026-06-03 04:10:00,145 MiB,150 MiB,0 B,95.2 MiB,95.3 MiB,0 B
2026-06-03 04:10:15,145 MiB,151 MiB,0 B,95.5 MiB,95.6 MiB,0 B
2026-06-03 04:10:30,146 MiB,151 MiB,0 B,95.8 MiB,95.9 MiB,0 B
2026-06-03 04:10:45,146 MiB,152 MiB,0 B,96.2 MiB,96.3 MiB,0 B
2026-06-03 04:11:00,146 MiB,152 MiB,0 B,96.5 MiB,96.6 MiB,0 B
2026-06-03 04:11:15,147 MiB,153 MiB,0 B,96.8 MiB,96.9 MiB,0 B
2026-06-03 04:11:30,147 MiB,153 MiB,0 B,97.1 MiB,97.2 MiB,0 B
2026-06-03 04:11:45,148 MiB,153 MiB,0 B,97.4 MiB,97.6 MiB,0 B
2026-06-03 04:12:00,148 MiB,154 MiB,0 B,97.7 MiB,97.8 MiB,0 B
2026-06-03 04:12:15,149 MiB,154 MiB,0 B,98.0 MiB,98.1 MiB,0 B
2026-06-03 04:12:30,149 MiB,155 MiB,0 B,98.3 MiB,98.4 MiB,0 B
2026-06-03 04:12:45,150 MiB,155 MiB,0 B,98.6 MiB,98.7 MiB,0 B
2026-06-03 04:13:00,150 MiB,156 MiB,0 B,98.9 MiB,99.0 MiB,0 B
2026-06-03 04:13:15,151 MiB,156 MiB,0 B,99.2 MiB,99.3 MiB,0 B
2026-06-03 04:13:30,151 MiB,157 MiB,0 B,99.5 MiB,99.6 MiB,0 B
2026-06-03 04:13:45,151 MiB,157 MiB,0 B,99.8 MiB,99.9 MiB,0 B
2026-06-03 04:14:00,152 MiB,158 MiB,0 B,100 MiB,100 MiB,0 B
2026-06-03 04:14:15,152 MiB,158 MiB,0 B,100 MiB,101 MiB,0 B
2026-06-03 04:14:30,153 MiB,159 MiB,0 B,101 MiB,101 MiB,0 B
2026-06-03 04:14:45,153 MiB,159 MiB,0 B,101 MiB,101 MiB,0 B
2026-06-03 04:15:00,154 MiB,160 MiB,0 B,101 MiB,101 MiB,0 B
2026-06-03 04:15:15,154 MiB,160 MiB,0 B,101 MiB,102 MiB,0 B
2026-06-03 04:15:30,154 MiB,160 MiB,0 B,102 MiB,102 MiB,0 B
2026-06-03 04:15:45,155 MiB,161 MiB,0 B,102 MiB,102 MiB,0 B
2026-06-03 04:16:00,155 MiB,161 MiB,0 B,102 MiB,102 MiB,0 B
2026-06-03 04:16:15,155 MiB,161 MiB,0 B,102 MiB,102 MiB,0 B
2026-06-03 04:16:30,156 MiB,162 MiB,0 B,102 MiB,103 MiB,0 B
2026-06-03 04:16:45,156 MiB,162 MiB,0 B,103 MiB,103 MiB,0 B
2026-06-03 04:17:00,157 MiB,163 MiB,0 B,103 MiB,103 MiB,0 B
2026-06-03 04:17:15,157 MiB,163 MiB,0 B,103 MiB,104 MiB,0 B
2026-06-03 04:17:30,158 MiB,164 MiB,0 B,104 MiB,104 MiB,0 B
2026-06-03 04:17:45,158 MiB,164 MiB,0 B,104 MiB,104 MiB,0 B
2026-06-03 04:18:00,158 MiB,165 MiB,0 B,104 MiB,104 MiB,0 B
2026-06-03 04:18:15,159 MiB,165 MiB,0 B,105 MiB,105 MiB,0 B
2026-06-03 04:18:30,159 MiB,166 MiB,0 B,105 MiB,105 MiB,0 B
2026-06-03 04:18:45,160 MiB,166 MiB,0 B,105 MiB,105 MiB,0 B
2026-06-03 04:19:00,160 MiB,167 MiB,0 B,106 MiB,106 MiB,0 B
2026-06-03 04:19:15,161 MiB,167 MiB,0 B,106 MiB,106 MiB,0 B
2026-06-03 04:19:30,161 MiB,168 MiB,0 B,106 MiB,106 MiB,0 B
2026-06-03 04:19:45,162 MiB,168 MiB,0 B,106 MiB,107 MiB,0 B
2026-06-03 04:20:00,162 MiB,169 MiB,0 B,107 MiB,107 MiB,0 B
2026-06-03 04:20:15,163 MiB,169 MiB,0 B,107 MiB,107 MiB,0 B
2026-06-03 04:20:30,163 MiB,169 MiB,0 B,107 MiB,107 MiB,0 B
2026-06-03 04:20:45,164 MiB,170 MiB,0 B,108 MiB,108 MiB,0 B
2026-06-03 04:21:00,164 MiB,170 MiB,0 B,108 MiB,108 MiB,0 B
2026-06-03 04:21:15,164 MiB,171 MiB,0 B,108 MiB,108 MiB,0 B
2026-06-03 04:21:30,165 MiB,171 MiB,0 B,108 MiB,109 MiB,0 B
2026-06-03 04:21:45,165 MiB,172 MiB,0 B,109 MiB,109 MiB,0 B
2026-06-03 04:22:00,166 MiB,172 MiB,0 B,109 MiB,109 MiB,0 B
2026-06-03 04:22:15,166 MiB,173 MiB,0 B,109 MiB,109 MiB,0 B
2026-06-03 04:22:30,167 MiB,173 MiB,0 B,110 MiB,110 MiB,0 B
2026-06-03 04:22:45,167 MiB,173 MiB,0 B,110 MiB,110 MiB,0 B
2026-06-03 04:23:00,167 MiB,174 MiB,0 B,110 MiB,110 MiB,0 B
2026-06-03 04:23:15,168 MiB,174 MiB,0 B,111 MiB,111 MiB,0 B
2026-06-03 04:23:30,168 MiB,175 MiB,0 B,111 MiB,111 MiB,0 B
2026-06-03 04:23:45,169 MiB,175 MiB,0 B,111 MiB,111 MiB,0 B
2026-06-03 04:24:00,169 MiB,176 MiB,0 B,111 MiB,112 MiB,0 B
2026-06-03 04:24:15,170 MiB,176 MiB,0 B,112 MiB,112 MiB,0 B
2026-06-03 04:24:30,170 MiB,177 MiB,0 B,112 MiB,112 MiB,0 B
2026-06-03 04:24:45,171 MiB,177 MiB,0 B,112 MiB,112 MiB,0 B
2026-06-03 04:25:00,171 MiB,178 MiB,0 B,113 MiB,113 MiB,0 B
2026-06-03 04:25:15,172 MiB,178 MiB,0 B,113 MiB,113 MiB,0 B
2026-06-03 04:25:30,172 MiB,179 MiB,0 B,113 MiB,113 MiB,0 B
2026-06-03 04:25:45,173 MiB,179 MiB,0 B,114 MiB,114 MiB,0 B
2026-06-03 04:26:00,173 MiB,180 MiB,0 B,114 MiB,114 MiB,0 B
2026-06-03 04:26:15,173 MiB,180 MiB,0 B,114 MiB,114 MiB,0 B
2026-06-03 04:26:30,174 MiB,181 MiB,0 B,115 MiB,115 MiB,0 B
2026-06-03 04:26:45,174 MiB,181 MiB,0 B,115 MiB,115 MiB,0 B
2026-06-03 04:27:00,174 MiB,181 MiB,0 B,115 MiB,115 MiB,0 B
2026-06-03 04:27:15,175 MiB,182 MiB,0 B,115 MiB,116 MiB,0 B
2026-06-03 04:27:30,175 MiB,182 MiB,0 B,116 MiB,116 MiB,0 B
2026-06-03 04:27:45,176 MiB,183 MiB,0 B,116 MiB,116 MiB,0 B
2026-06-03 04:28:00,176 MiB,183 MiB,0 B,116 MiB,116 MiB,0 B
2026-06-03 04:28:15,176 MiB,183 MiB,0 B,116 MiB,117 MiB,0 B
2026-06-03 04:28:30,176 MiB,183 MiB,0 B,117 MiB,117 MiB,0 B
2026-06-03 04:28:45,177 MiB,183 MiB,0 B,117 MiB,117 MiB,0 B
2026-06-03 04:29:00,177 MiB,184 MiB,0 B,117 MiB,117 MiB,0 B
2026-06-03 04:29:15,177 MiB,184 MiB,0 B,117 MiB,117 MiB,0 B
2026-06-03 04:29:30,177 MiB,184 MiB,0 B,117 MiB,117 MiB,0 B
2026-06-03 04:29:45,178 MiB,185 MiB,0 B,118 MiB,118 MiB,0 B
2026-06-03 04:30:00,178 MiB,185 MiB,0 B,118 MiB,118 MiB,0 B
2026-06-03 04:30:15,179 MiB,186 MiB,0 B,118 MiB,118 MiB,0 B
2026-06-03 04:30:30,179 MiB,186 MiB,0 B,118 MiB,119 MiB,0 B
2026-06-03 04:30:45,179 MiB,186 MiB,0 B,119 MiB,119 MiB,0 B
2026-06-03 04:31:00,179 MiB,186 MiB,0 B,119 MiB,119 MiB,0 B
2026-06-03 04:31:15,180 MiB,187 MiB,0 B,119 MiB,119 MiB,0 B
2026-06-03 04:31:30,180 MiB,187 MiB,0 B,119 MiB,119 MiB,0 B
2026-06-03 04:31:45,180 MiB,187 MiB,0 B,119 MiB,119 MiB,0 B
2026-06-03 04:32:00,181 MiB,188 MiB,0 B,120 MiB,120 MiB,0 B
2026-06-03 04:32:15,181 MiB,188 MiB,0 B,120 MiB,120 MiB,0 B
2026-06-03 04:32:30,181 MiB,188 MiB,0 B,120 MiB,120 MiB,0 B
2026-06-03 04:32:45,181 MiB,189 MiB,0 B,120 MiB,120 MiB,0 B
2026-06-03 04:33:00,182 MiB,189 MiB,0 B,120 MiB,121 MiB,0 B
2026-06-03 04:33:15,182 MiB,190 MiB,0 B,121 MiB,121 MiB,0 B
2026-06-03 04:33:30,183 MiB,190 MiB,0 B,121 MiB,121 MiB,0 B
2026-06-03 04:33:45,183 MiB,190 MiB,0 B,121 MiB,122 MiB,0 B
2026-06-03 04:34:00,184 MiB,191 MiB,0 B,122 MiB,122 MiB,0 B
2026-06-03 04:34:15,184 MiB,192 MiB,0 B,122 MiB,122 MiB,0 B
2026-06-03 04:34:30,185 MiB,192 MiB,0 B,122 MiB,122 MiB,0 B
2026-06-03 04:34:45,185 MiB,193 MiB,0 B,122 MiB,123 MiB,0 B
2026-06-03 04:35:00,186 MiB,193 MiB,0 B,123 MiB,123 MiB,0 B
2026-06-03 04:35:15,186 MiB,193 MiB,0 B,123 MiB,123 MiB,0 B
2026-06-03 04:35:30,187 MiB,194 MiB,0 B,123 MiB,124 MiB,0 B
2026-06-03 04:35:45,187 MiB,194 MiB,0 B,124 MiB,124 MiB,0 B
2026-06-03 04:36:00,187 MiB,195 MiB,0 B,124 MiB,124 MiB,0 B
2026-06-03 04:36:15,188 MiB,195 MiB,0 B,124 MiB,124 MiB,0 B
2026-06-03 04:36:30,188 MiB,195 MiB,0 B,124 MiB,125 MiB,0 B
2026-06-03 04:36:45,188 MiB,196 MiB,0 B,125 MiB,125 MiB,0 B
2026-06-03 04:37:00,189 MiB,196 MiB,0 B,125 MiB,125 MiB,0 B
2026-06-03 04:37:15,189 MiB,196 MiB,0 B,125 MiB,125 MiB,0 B
2026-06-03 04:37:30,189 MiB,196 MiB,0 B,125 MiB,125 MiB,0 B
2026-06-03 04:37:45,189 MiB,197 MiB,0 B,126 MiB,126 MiB,0 B
2026-06-03 04:38:00,190 MiB,197 MiB,0 B,126 MiB,126 MiB,0 B
2026-06-03 04:38:15,190 MiB,198 MiB,0 B,126 MiB,126 MiB,0 B
2026-06-03 04:38:30,191 MiB,198 MiB,0 B,126 MiB,126 MiB,0 B
2026-06-03 04:38:45,191 MiB,198 MiB,0 B,127 MiB,127 MiB,0 B
2026-06-03 04:39:00,191 MiB,199 MiB,0 B,127 MiB,127 MiB,0 B
2026-06-03 04:39:15,192 MiB,199 MiB,0 B,127 MiB,127 MiB,0 B
2026-06-03 04:39:30,192 MiB,200 MiB,0 B,127 MiB,127 MiB,0 B
2026-06-03 04:39:45,192 MiB,200 MiB,0 B,128 MiB,128 MiB,0 B
2026-06-03 04:40:00,193 MiB,200 MiB,0 B,128 MiB,128 MiB,0 B
2026-06-03 04:40:15,193 MiB,201 MiB,0 B,128 MiB,128 MiB,0 B
2026-06-03 04:40:30,194 MiB,201 MiB,0 B,128 MiB,129 MiB,0 B
2026-06-03 04:40:45,194 MiB,202 MiB,0 B,129 MiB,129 MiB,0 B
2026-06-03 04:41:00,194 MiB,202 MiB,0 B,129 MiB,129 MiB,0 B
2026-06-03 04:41:15,195 MiB,203 MiB,0 B,129 MiB,130 MiB,0 B
2026-06-03 04:41:30,195 MiB,203 MiB,0 B,130 MiB,130 MiB,0 B
2026-06-03 04:41:45,196 MiB,203 MiB,0 B,130 MiB,130 MiB,0 B
2026-06-03 04:42:00,196 MiB,204 MiB,0 B,130 MiB,130 MiB,0 B
2026-06-03 04:42:15,197 MiB,204 MiB,0 B,131 MiB,131 MiB,0 B
2026-06-03 04:42:30,197 MiB,205 MiB,0 B,131 MiB,131 MiB,0 B
2026-06-03 04:42:45,197 MiB,205 MiB,0 B,131 MiB,131 MiB,0 B
2026-06-03 04:43:00,198 MiB,206 MiB,0 B,132 MiB,132 MiB,0 B
2026-06-03 04:43:15,198 MiB,206 MiB,0 B,132 MiB,132 MiB,0 B
2026-06-03 04:43:30,199 MiB,206 MiB,0 B,132 MiB,132 MiB,0 B
2026-06-03 04:43:45,199 MiB,207 MiB,0 B,132 MiB,132 MiB,0 B
2026-06-03 04:44:00,199 MiB,207 MiB,0 B,133 MiB,133 MiB,0 B
2026-06-03 04:44:15,200 MiB,208 MiB,0 B,133 MiB,133 MiB,0 B
2026-06-03 04:44:30,200 MiB,208 MiB,0 B,133 MiB,133 MiB,0 B
2026-06-03 04:44:45,201 MiB,209 MiB,0 B,134 MiB,134 MiB,0 B
2026-06-03 04:45:00,201 MiB,209 MiB,0 B,134 MiB,134 MiB,0 B
2026-06-03 04:45:15,202 MiB,210 MiB,0 B,134 MiB,134 MiB,0 B
2026-06-03 04:45:30,202 MiB,210 MiB,0 B,134 MiB,135 MiB,0 B
2026-06-03 04:45:45,203 MiB,211 MiB,0 B,135 MiB,135 MiB,0 B
2026-06-03 04:46:00,203 MiB,211 MiB,0 B,135 MiB,135 MiB,0 B
2026-06-03 04:46:15,203 MiB,211 MiB,0 B,135 MiB,135 MiB,0 B
2026-06-03 04:46:30,204 MiB,211 MiB,0 B,136 MiB,136 MiB,0 B
2026-06-03 04:46:45,204 MiB,212 MiB,0 B,136 MiB,136 MiB,0 B
2026-06-03 04:47:00,204 MiB,212 MiB,0 B,136 MiB,136 MiB,0 B
2026-06-03 04:47:15,205 MiB,213 MiB,0 B,136 MiB,137 MiB,0 B
2026-06-03 04:47:30,205 MiB,213 MiB,0 B,137 MiB,137 MiB,0 B
2026-06-03 04:47:45,206 MiB,214 MiB,0 B,137 MiB,137 MiB,0 B
2026-06-03 04:48:00,206 MiB,214 MiB,0 B,137 MiB,137 MiB,0 B
2026-06-03 04:48:15,207 MiB,215 MiB,0 B,138 MiB,138 MiB,0 B
2026-06-03 04:48:30,207 MiB,215 MiB,0 B,138 MiB,138 MiB,0 B
2026-06-03 04:48:45,207 MiB,215 MiB,0 B,138 MiB,138 MiB,0 B
2026-06-03 04:49:00,208 MiB,216 MiB,0 B,138 MiB,139 MiB,0 B
2026-06-03 04:49:15,208 MiB,217 MiB,0 B,139 MiB,139 MiB,0 B
2026-06-03 04:49:30,209 MiB,217 MiB,0 B,139 MiB,139 MiB,0 B
2026-06-03 04:49:45,209 MiB,218 MiB,0 B,139 MiB,140 MiB,0 B
2026-06-03 04:50:00,210 MiB,218 MiB,0 B,140 MiB,140 MiB,0 B
2026-06-03 04:50:15,210 MiB,218 MiB,0 B,140 MiB,140 MiB,0 B
2026-06-03 04:50:30,211 MiB,219 MiB,0 B,140 MiB,141 MiB,0 B
2026-06-03 04:50:45,211 MiB,219 MiB,0 B,141 MiB,141 MiB,0 B
2026-06-03 04:51:00,211 MiB,220 MiB,0 B,141 MiB,141 MiB,0 B
2026-06-03 04:51:15,212 MiB,220 MiB,0 B,142 MiB,142 MiB,0 B
2026-06-03 04:51:30,212 MiB,220 MiB,0 B,142 MiB,142 MiB,0 B
2026-06-03 04:51:45,212 MiB,221 MiB,0 B,142 MiB,142 MiB,0 B
2026-06-03 04:52:00,212 MiB,221 MiB,0 B,142 MiB,142 MiB,0 B
2026-06-03 04:52:15,213 MiB,221 MiB,0 B,142 MiB,142 MiB,0 B
2026-06-03 04:52:30,213 MiB,222 MiB,0 B,143 MiB,143 MiB,0 B
2026-06-03 04:52:45,214 MiB,222 MiB,0 B,143 MiB,143 MiB,0 B
2026-06-03 04:53:00,214 MiB,222 MiB,0 B,143 MiB,143 MiB,0 B
2026-06-03 04:53:15,214 MiB,223 MiB,0 B,143 MiB,144 MiB,0 B
2026-06-03 04:53:30,215 MiB,223 MiB,0 B,144 MiB,144 MiB,0 B
2026-06-03 04:53:45,215 MiB,223 MiB,0 B,144 MiB,144 MiB,0 B
2026-06-03 04:54:00,215 MiB,224 MiB,0 B,144 MiB,144 MiB,0 B
2026-06-03 04:54:15,216 MiB,224 MiB,0 B,144 MiB,145 MiB,0 B
2026-06-03 04:54:30,216 MiB,225 MiB,0 B,145 MiB,145 MiB,0 B
2026-06-03 04:54:45,217 MiB,225 MiB,0 B,145 MiB,145 MiB,0 B
2026-06-03 04:55:00,217 MiB,226 MiB,0 B,145 MiB,146 MiB,0 B
2026-06-03 04:55:15,218 MiB,226 MiB,0 B,146 MiB,146 MiB,0 B
2026-06-03 04:55:30,218 MiB,227 MiB,0 B,146 MiB,146 MiB,0 B
2026-06-03 04:55:45,219 MiB,227 MiB,0 B,146 MiB,146 MiB,0 B
2026-06-03 04:56:00,219 MiB,227 MiB,0 B,147 MiB,147 MiB,0 B
2026-06-03 04:56:15,219 MiB,228 MiB,0 B,147 MiB,147 MiB,0 B
2026-06-03 04:56:30,219 MiB,228 MiB,0 B,147 MiB,147 MiB,0 B
2026-06-03 04:56:45,220 MiB,228 MiB,0 B,147 MiB,148 MiB,0 B
2026-06-03 04:57:00,220 MiB,229 MiB,0 B,148 MiB,148 MiB,0 B
2026-06-03 04:57:15,221 MiB,229 MiB,0 B,148 MiB,148 MiB,0 B
2026-06-03 04:57:30,221 MiB,230 MiB,0 B,148 MiB,148 MiB,0 B
2026-06-03 04:57:45,221 MiB,230 MiB,0 B,148 MiB,149 MiB,0 B
2026-06-03 04:58:00,222 MiB,231 MiB,0 B,149 MiB,149 MiB,0 B
2026-06-03 04:58:15,222 MiB,231 MiB,0 B,149 MiB,149 MiB,0 B
2026-06-03 04:58:30,223 MiB,232 MiB,0 B,149 MiB,149 MiB,0 B
2026-06-03 04:58:45,223 MiB,232 MiB,0 B,150 MiB,150 MiB,0 B
2026-06-03 04:59:00,224 MiB,233 MiB,0 B,150 MiB,150 MiB,0 B
2026-06-03 04:59:15,224 MiB,233 MiB,0 B,150 MiB,150 MiB,0 B
2026-06-03 04:59:30,225 MiB,233 MiB,0 B,150 MiB,151 MiB,0 B
2026-06-03 04:59:45,225 MiB,234 MiB,0 B,151 MiB,151 MiB,0 B
2026-06-03 05:00:00,225 MiB,234 MiB,0 B,151 MiB,151 MiB,0 B
2026-06-03 05:00:15,226 MiB,234 MiB,0 B,151 MiB,151 MiB,0 B
2026-06-03 05:00:30,226 MiB,235 MiB,0 B,151 MiB,152 MiB,0 B
2026-06-03 05:00:45,226 MiB,235 MiB,0 B,152 MiB,152 MiB,0 B
2026-06-03 05:01:00,227 MiB,236 MiB,0 B,152 MiB,152 MiB,0 B
2026-06-03 05:01:15,227 MiB,236 MiB,0 B,152 MiB,153 MiB,0 B
2026-06-03 05:01:30,227 MiB,236 MiB,0 B,153 MiB,153 MiB,0 B
2026-06-03 05:01:45,228 MiB,237 MiB,0 B,153 MiB,153 MiB,0 B
2026-06-03 05:02:00,228 MiB,237 MiB,0 B,153 MiB,153 MiB,0 B
2026-06-03 05:02:15,229 MiB,238 MiB,0 B,153 MiB,153 MiB,0 B
2026-06-03 05:02:30,229 MiB,238 MiB,0 B,154 MiB,154 MiB,0 B
2026-06-03 05:02:45,229 MiB,238 MiB,0 B,154 MiB,154 MiB,0 B
2026-06-03 05:03:00,230 MiB,239 MiB,0 B,154 MiB,154 MiB,0 B
2026-06-03 05:03:15,230 MiB,239 MiB,0 B,154 MiB,154 MiB,0 B
2026-06-03 05:03:30,231 MiB,240 MiB,0 B,154 MiB,155 MiB,0 B
2026-06-03 05:03:45,231 MiB,240 MiB,0 B,155 MiB,155 MiB,0 B
2026-06-03 05:04:00,231 MiB,241 MiB,0 B,155 MiB,155 MiB,0 B
2026-06-03 05:04:15,232 MiB,241 MiB,0 B,155 MiB,155 MiB,0 B
2026-06-03 05:04:30,232 MiB,241 MiB,0 B,155 MiB,156 MiB,0 B
2026-06-03 05:04:45,232 MiB,241 MiB,0 B,156 MiB,156 MiB,0 B
2026-06-03 05:05:00,233 MiB,242 MiB,0 B,156 MiB,156 MiB,0 B
2026-06-03 05:05:15,233 MiB,242 MiB,0 B,156 MiB,156 MiB,0 B
