"Time","20.118.208.91:9100 ethernet rx","20.118.208.91:9100 infiniband rx","20.118.208.91:9100 unknown rx","20.118.208.91:9100 ethernet tx","20.118.208.91:9100 infiniband tx","20.118.208.91:9100 unknown tx"
2026-06-03 03:09:15,40.8 MiB,42.4 MiB,0 B,28.0 MiB,28.1 MiB,0 B
2026-06-03 03:09:30,41.2 MiB,42.8 MiB,0 B,28.3 MiB,28.4 MiB,0 B
2026-06-03 03:09:45,41.6 MiB,43.2 MiB,0 B,28.5 MiB,28.5 MiB,0 B
2026-06-03 03:10:00,41.9 MiB,43.6 MiB,0 B,28.8 MiB,28.8 MiB,0 B
2026-06-03 03:10:15,42.4 MiB,44.1 MiB,0 B,29.1 MiB,29.1 MiB,0 B
2026-06-03 03:10:30,42.7 MiB,44.4 MiB,0 B,29.4 MiB,29.5 MiB,0 B
2026-06-03 03:10:45,43.0 MiB,44.7 MiB,0 B,29.6 MiB,29.7 MiB,0 B
2026-06-03 03:11:00,43.3 MiB,45.0 MiB,0 B,29.8 MiB,29.9 MiB,0 B
2026-06-03 03:11:15,43.7 MiB,45.5 MiB,0 B,30.2 MiB,30.2 MiB,0 B
2026-06-03 03:11:30,44.2 MiB,45.9 MiB,0 B,30.4 MiB,30.5 MiB,0 B
2026-06-03 03:11:45,44.7 MiB,46.4 MiB,0 B,30.8 MiB,30.8 MiB,0 B
2026-06-03 03:12:00,44.9 MiB,46.7 MiB,0 B,31.0 MiB,31.0 MiB,0 B
2026-06-03 03:12:15,45.2 MiB,47.0 MiB,0 B,31.2 MiB,31.2 MiB,0 B
2026-06-03 03:12:30,45.6 MiB,47.4 MiB,0 B,31.4 MiB,31.4 MiB,0 B
2026-06-03 03:12:45,46.1 MiB,47.9 MiB,0 B,31.7 MiB,31.8 MiB,0 B
2026-06-03 03:13:00,46.4 MiB,48.3 MiB,0 B,32.0 MiB,32.0 MiB,0 B
2026-06-03 03:13:15,46.8 MiB,48.6 MiB,0 B,32.3 MiB,32.3 MiB,0 B
2026-06-03 03:13:30,47.2 MiB,49.1 MiB,0 B,32.6 MiB,32.6 MiB,0 B
2026-06-03 03:13:45,47.5 MiB,49.4 MiB,0 B,32.8 MiB,32.9 MiB,0 B
2026-06-03 03:14:00,47.9 MiB,49.8 MiB,0 B,33.2 MiB,33.2 MiB,0 B
2026-06-03 03:14:15,48.2 MiB,50.1 MiB,0 B,33.5 MiB,33.5 MiB,0 B
2026-06-03 03:14:30,48.4 MiB,50.3 MiB,0 B,33.6 MiB,33.7 MiB,0 B
2026-06-03 03:14:45,48.8 MiB,50.7 MiB,0 B,34.0 MiB,34.0 MiB,0 B
2026-06-03 03:15:00,49.2 MiB,51.1 MiB,0 B,34.3 MiB,34.3 MiB,0 B
2026-06-03 03:15:15,49.6 MiB,51.6 MiB,0 B,34.6 MiB,34.6 MiB,0 B
2026-06-03 03:15:30,49.9 MiB,51.9 MiB,0 B,34.8 MiB,34.9 MiB,0 B
2026-06-03 03:15:45,50.4 MiB,52.4 MiB,0 B,35.1 MiB,35.2 MiB,0 B
2026-06-03 03:16:00,50.8 MiB,52.8 MiB,0 B,35.5 MiB,35.5 MiB,0 B
2026-06-03 03:16:15,51.2 MiB,53.2 MiB,0 B,35.8 MiB,35.8 MiB,0 B
2026-06-03 03:16:30,51.7 MiB,53.8 MiB,0 B,36.1 MiB,36.1 MiB,0 B
2026-06-03 03:16:45,52.2 MiB,54.2 MiB,0 B,36.4 MiB,36.4 MiB,0 B
2026-06-03 03:17:00,52.7 MiB,54.8 MiB,0 B,36.7 MiB,36.7 MiB,0 B
2026-06-03 03:17:15,53.2 MiB,55.3 MiB,0 B,37.0 MiB,37.0 MiB,0 B
2026-06-03 03:17:30,53.6 MiB,55.7 MiB,0 B,37.3 MiB,37.3 MiB,0 B
2026-06-03 03:17:45,54.0 MiB,56.1 MiB,0 B,37.6 MiB,37.7 MiB,0 B
2026-06-03 03:18:00,54.5 MiB,56.6 MiB,0 B,37.9 MiB,38.0 MiB,0 B
2026-06-03 03:18:15,54.9 MiB,57.1 MiB,0 B,38.2 MiB,38.3 MiB,0 B
2026-06-03 03:18:30,55.4 MiB,57.6 MiB,0 B,38.5 MiB,38.6 MiB,0 B
2026-06-03 03:18:45,56.0 MiB,58.2 MiB,0 B,38.8 MiB,38.8 MiB,0 B
2026-06-03 03:19:00,56.4 MiB,58.7 MiB,0 B,39.1 MiB,39.2 MiB,0 B
2026-06-03 03:19:15,56.8 MiB,59.0 MiB,0 B,39.5 MiB,39.5 MiB,0 B
2026-06-03 03:19:30,57.3 MiB,59.5 MiB,0 B,39.8 MiB,39.8 MiB,0 B
2026-06-03 03:19:45,57.8 MiB,60.0 MiB,0 B,40.1 MiB,40.1 MiB,0 B
2026-06-03 03:20:00,58.3 MiB,60.6 MiB,0 B,40.3 MiB,40.3 MiB,0 B
2026-06-03 03:20:15,58.7 MiB,61.0 MiB,0 B,40.5 MiB,40.5 MiB,0 B
2026-06-03 03:20:30,59.0 MiB,61.3 MiB,0 B,40.6 MiB,40.7 MiB,0 B
2026-06-03 03:20:45,59.4 MiB,61.8 MiB,0 B,40.8 MiB,40.9 MiB,0 B
2026-06-03 03:21:00,59.6 MiB,62.0 MiB,0 B,41.0 MiB,41.1 MiB,0 B
2026-06-03 03:21:15,60.0 MiB,62.4 MiB,0 B,41.2 MiB,41.3 MiB,0 B
2026-06-03 03:21:30,60.4 MiB,62.7 MiB,0 B,41.3 MiB,41.4 MiB,0 B
2026-06-03 03:21:45,60.6 MiB,63.0 MiB,0 B,41.4 MiB,41.5 MiB,0 B
2026-06-03 03:22:00,61.2 MiB,63.6 MiB,0 B,41.7 MiB,41.8 MiB,0 B
2026-06-03 03:22:15,61.7 MiB,64.2 MiB,0 B,42.0 MiB,42.1 MiB,0 B
2026-06-03 03:22:30,62.3 MiB,64.7 MiB,0 B,42.3 MiB,42.3 MiB,0 B
2026-06-03 03:22:45,62.7 MiB,65.2 MiB,0 B,42.6 MiB,42.6 MiB,0 B
2026-06-03 03:23:00,63.2 MiB,65.7 MiB,0 B,42.9 MiB,42.9 MiB,0 B
2026-06-03 03:23:15,63.8 MiB,66.3 MiB,0 B,43.1 MiB,43.2 MiB,0 B
2026-06-03 03:23:30,64.2 MiB,66.7 MiB,0 B,43.3 MiB,43.4 MiB,0 B
2026-06-03 03:23:45,64.5 MiB,67.1 MiB,0 B,43.6 MiB,43.6 MiB,0 B
2026-06-03 03:24:00,64.7 MiB,67.3 MiB,0 B,43.7 MiB,43.7 MiB,0 B
2026-06-03 03:24:15,64.9 MiB,67.4 MiB,0 B,43.8 MiB,43.8 MiB,0 B
2026-06-03 03:24:30,65.4 MiB,68.0 MiB,0 B,44.0 MiB,44.1 MiB,0 B
2026-06-03 03:24:45,66.0 MiB,68.6 MiB,0 B,44.3 MiB,44.4 MiB,0 B
2026-06-03 03:25:00,66.5 MiB,69.1 MiB,0 B,44.5 MiB,44.6 MiB,0 B
2026-06-03 03:25:15,66.9 MiB,69.5 MiB,0 B,44.8 MiB,44.8 MiB,0 B
2026-06-03 03:25:30,67.4 MiB,70.1 MiB,0 B,45.0 MiB,45.1 MiB,0 B
2026-06-03 03:25:45,67.7 MiB,70.3 MiB,0 B,45.2 MiB,45.2 MiB,0 B
2026-06-03 03:26:00,68.2 MiB,70.9 MiB,0 B,45.4 MiB,45.5 MiB,0 B
2026-06-03 03:26:15,68.7 MiB,71.3 MiB,0 B,45.7 MiB,45.7 MiB,0 B
2026-06-03 03:26:30,69.3 MiB,72.0 MiB,0 B,46.0 MiB,46.0 MiB,0 B
2026-06-03 03:26:45,69.7 MiB,72.4 MiB,0 B,46.2 MiB,46.2 MiB,0 B
2026-06-03 03:27:00,69.9 MiB,72.7 MiB,0 B,46.4 MiB,46.4 MiB,0 B
2026-06-03 03:27:15,70.0 MiB,72.8 MiB,0 B,46.5 MiB,46.5 MiB,0 B
2026-06-03 03:27:30,70.3 MiB,73.0 MiB,0 B,46.6 MiB,46.6 MiB,0 B
2026-06-03 03:27:45,70.9 MiB,73.7 MiB,0 B,46.8 MiB,46.9 MiB,0 B
2026-06-03 03:28:00,71.4 MiB,74.1 MiB,0 B,47.0 MiB,47.1 MiB,0 B
2026-06-03 03:28:15,71.9 MiB,74.7 MiB,0 B,47.3 MiB,47.3 MiB,0 B
2026-06-03 03:28:30,72.2 MiB,75.0 MiB,0 B,47.5 MiB,47.5 MiB,0 B
2026-06-03 03:28:45,72.5 MiB,75.3 MiB,0 B,47.6 MiB,47.7 MiB,0 B
2026-06-03 03:29:00,72.8 MiB,75.7 MiB,0 B,47.8 MiB,47.9 MiB,0 B
2026-06-03 03:29:15,73.4 MiB,76.3 MiB,0 B,48.1 MiB,48.1 MiB,0 B
2026-06-03 03:29:30,73.8 MiB,76.7 MiB,0 B,48.3 MiB,48.3 MiB,0 B
2026-06-03 03:29:45,74.4 MiB,77.3 MiB,0 B,48.5 MiB,48.6 MiB,0 B
2026-06-03 03:30:00,75.0 MiB,78.0 MiB,0 B,48.8 MiB,48.9 MiB,0 B
2026-06-03 03:30:15,75.5 MiB,78.4 MiB,0 B,49.1 MiB,49.2 MiB,0 B
2026-06-03 03:30:30,76.0 MiB,78.9 MiB,0 B,49.4 MiB,49.5 MiB,0 B
2026-06-03 03:30:45,76.5 MiB,79.5 MiB,0 B,49.6 MiB,49.7 MiB,0 B
2026-06-03 03:31:00,77.0 MiB,80.0 MiB,0 B,49.8 MiB,49.9 MiB,0 B
2026-06-03 03:31:15,77.4 MiB,80.4 MiB,0 B,49.9 MiB,50.0 MiB,0 B
2026-06-03 03:31:30,77.6 MiB,80.7 MiB,0 B,50.1 MiB,50.1 MiB,0 B
2026-06-03 03:31:45,78.0 MiB,81.0 MiB,0 B,50.2 MiB,50.3 MiB,0 B
2026-06-03 03:32:00,78.2 MiB,81.3 MiB,0 B,50.3 MiB,50.4 MiB,0 B
2026-06-03 03:32:15,78.8 MiB,81.8 MiB,0 B,50.5 MiB,50.6 MiB,0 B
2026-06-03 03:32:30,79.1 MiB,82.1 MiB,0 B,50.8 MiB,50.8 MiB,0 B
2026-06-03 03:32:45,79.5 MiB,82.6 MiB,0 B,51.1 MiB,51.2 MiB,0 B
2026-06-03 03:33:00,80.0 MiB,83.1 MiB,0 B,51.4 MiB,51.5 MiB,0 B
2026-06-03 03:33:15,80.3 MiB,83.5 MiB,0 B,51.6 MiB,51.7 MiB,0 B
2026-06-03 03:33:30,80.9 MiB,84.0 MiB,0 B,51.9 MiB,52.0 MiB,0 B
2026-06-03 03:33:45,81.4 MiB,84.5 MiB,0 B,52.2 MiB,52.3 MiB,0 B
2026-06-03 03:34:00,81.8 MiB,85.0 MiB,0 B,52.5 MiB,52.5 MiB,0 B
2026-06-03 03:34:15,82.1 MiB,85.3 MiB,0 B,52.6 MiB,52.7 MiB,0 B
2026-06-03 03:34:30,82.5 MiB,85.7 MiB,0 B,53.0 MiB,53.0 MiB,0 B
2026-06-03 03:34:45,82.8 MiB,86.0 MiB,0 B,53.2 MiB,53.2 MiB,0 B
2026-06-03 03:35:00,83.3 MiB,86.5 MiB,0 B,53.5 MiB,53.5 MiB,0 B
2026-06-03 03:35:15,83.8 MiB,87.1 MiB,0 B,53.8 MiB,53.8 MiB,0 B
2026-06-03 03:35:30,84.1 MiB,87.4 MiB,0 B,54.0 MiB,54.1 MiB,0 B
2026-06-03 03:35:45,84.5 MiB,87.8 MiB,0 B,54.3 MiB,54.3 MiB,0 B
2026-06-03 03:36:00,84.9 MiB,88.2 MiB,0 B,54.6 MiB,54.6 MiB,0 B
2026-06-03 03:36:15,85.3 MiB,88.7 MiB,0 B,54.9 MiB,55.0 MiB,0 B
2026-06-03 03:36:30,85.8 MiB,89.2 MiB,0 B,55.2 MiB,55.2 MiB,0 B
2026-06-03 03:36:45,86.2 MiB,89.6 MiB,0 B,55.5 MiB,55.6 MiB,0 B
2026-06-03 03:37:00,86.7 MiB,90.1 MiB,0 B,55.8 MiB,55.9 MiB,0 B
2026-06-03 03:37:15,87.1 MiB,90.5 MiB,0 B,56.1 MiB,56.2 MiB,0 B
2026-06-03 03:37:30,87.5 MiB,90.9 MiB,0 B,56.5 MiB,56.5 MiB,0 B
2026-06-03 03:37:45,88.0 MiB,91.4 MiB,0 B,56.7 MiB,56.8 MiB,0 B
2026-06-03 03:38:00,88.5 MiB,91.9 MiB,0 B,57.1 MiB,57.1 MiB,0 B
2026-06-03 03:38:15,88.9 MiB,92.4 MiB,0 B,57.4 MiB,57.5 MiB,0 B
2026-06-03 03:38:30,89.4 MiB,92.8 MiB,0 B,57.7 MiB,57.8 MiB,0 B
2026-06-03 03:38:45,89.8 MiB,93.3 MiB,0 B,58.0 MiB,58.1 MiB,0 B
2026-06-03 03:39:00,90.4 MiB,93.9 MiB,0 B,58.3 MiB,58.4 MiB,0 B
2026-06-03 03:39:15,90.9 MiB,94.4 MiB,0 B,58.6 MiB,58.7 MiB,0 B
2026-06-03 03:39:30,91.4 MiB,94.9 MiB,0 B,58.9 MiB,58.9 MiB,0 B
2026-06-03 03:39:45,91.8 MiB,95.4 MiB,0 B,59.2 MiB,59.3 MiB,0 B
2026-06-03 03:40:00,92.2 MiB,95.8 MiB,0 B,59.5 MiB,59.6 MiB,0 B
2026-06-03 03:40:15,92.7 MiB,96.3 MiB,0 B,59.8 MiB,59.9 MiB,0 B
2026-06-03 03:40:30,93.1 MiB,96.8 MiB,0 B,60.2 MiB,60.2 MiB,0 B
2026-06-03 03:40:45,93.5 MiB,97.1 MiB,0 B,60.5 MiB,60.6 MiB,0 B
2026-06-03 03:41:00,94.0 MiB,97.7 MiB,0 B,60.8 MiB,60.8 MiB,0 B
2026-06-03 03:41:15,94.4 MiB,98.0 MiB,0 B,60.9 MiB,61.0 MiB,0 B
2026-06-03 03:41:30,94.9 MiB,98.6 MiB,0 B,61.3 MiB,61.3 MiB,0 B
2026-06-03 03:41:45,95.4 MiB,99.1 MiB,0 B,61.6 MiB,61.6 MiB,0 B
2026-06-03 03:42:00,95.8 MiB,99.5 MiB,0 B,61.9 MiB,61.9 MiB,0 B
2026-06-03 03:42:15,96.2 MiB,99.9 MiB,0 B,62.2 MiB,62.3 MiB,0 B
2026-06-03 03:42:30,96.6 MiB,100 MiB,0 B,62.5 MiB,62.6 MiB,0 B
2026-06-03 03:42:45,97.0 MiB,101 MiB,0 B,62.8 MiB,62.9 MiB,0 B
2026-06-03 03:43:00,97.6 MiB,101 MiB,0 B,63.1 MiB,63.2 MiB,0 B
2026-06-03 03:43:15,98.0 MiB,102 MiB,0 B,63.4 MiB,63.5 MiB,0 B
2026-06-03 03:43:30,98.5 MiB,102 MiB,0 B,63.8 MiB,63.8 MiB,0 B
2026-06-03 03:43:45,99.0 MiB,103 MiB,0 B,64.0 MiB,64.1 MiB,0 B
2026-06-03 03:44:00,99.5 MiB,103 MiB,0 B,64.3 MiB,64.3 MiB,0 B
2026-06-03 03:44:15,99.9 MiB,104 MiB,0 B,64.6 MiB,64.6 MiB,0 B
2026-06-03 03:44:30,100 MiB,104 MiB,0 B,64.8 MiB,64.9 MiB,0 B
2026-06-03 03:44:45,101 MiB,105 MiB,0 B,65.0 MiB,65.1 MiB,0 B
2026-06-03 03:45:00,101 MiB,105 MiB,0 B,65.3 MiB,65.4 MiB,0 B
2026-06-03 03:45:15,101 MiB,105 MiB,0 B,65.5 MiB,65.6 MiB,0 B
2026-06-03 03:45:30,102 MiB,106 MiB,0 B,65.8 MiB,65.8 MiB,0 B
2026-06-03 03:45:45,102 MiB,106 MiB,0 B,66.0 MiB,66.1 MiB,0 B
2026-06-03 03:46:00,103 MiB,107 MiB,0 B,66.3 MiB,66.4 MiB,0 B
2026-06-03 03:46:15,103 MiB,107 MiB,0 B,66.6 MiB,66.7 MiB,0 B
2026-06-03 03:46:30,104 MiB,108 MiB,0 B,66.9 MiB,67.0 MiB,0 B
2026-06-03 03:46:45,104 MiB,108 MiB,0 B,67.2 MiB,67.3 MiB,0 B
2026-06-03 03:47:00,105 MiB,109 MiB,0 B,67.5 MiB,67.6 MiB,0 B
2026-06-03 03:47:15,105 MiB,109 MiB,0 B,67.9 MiB,67.9 MiB,0 B
2026-06-03 03:47:30,106 MiB,110 MiB,0 B,68.2 MiB,68.2 MiB,0 B
2026-06-03 03:47:45,106 MiB,110 MiB,0 B,68.4 MiB,68.5 MiB,0 B
2026-06-03 03:48:00,106 MiB,110 MiB,0 B,68.7 MiB,68.8 MiB,0 B
2026-06-03 03:48:15,107 MiB,111 MiB,0 B,69.0 MiB,69.1 MiB,0 B
2026-06-03 03:48:30,107 MiB,112 MiB,0 B,69.3 MiB,69.4 MiB,0 B
2026-06-03 03:48:45,108 MiB,112 MiB,0 B,69.7 MiB,69.7 MiB,0 B
2026-06-03 03:49:00,108 MiB,112 MiB,0 B,69.9 MiB,70.0 MiB,0 B
2026-06-03 03:49:15,109 MiB,113 MiB,0 B,70.1 MiB,70.2 MiB,0 B
2026-06-03 03:49:30,109 MiB,113 MiB,0 B,70.4 MiB,70.4 MiB,0 B
2026-06-03 03:49:45,109 MiB,113 MiB,0 B,70.7 MiB,70.7 MiB,0 B
2026-06-03 03:50:00,110 MiB,114 MiB,0 B,71.0 MiB,71.0 MiB,0 B
2026-06-03 03:50:15,110 MiB,114 MiB,0 B,71.3 MiB,71.4 MiB,0 B
