"Time","172.212.226.225:9100 eth0 rx"
2026-05-03 20:44:20,75.7 kp/s
2026-05-03 20:44:40,75.6 kp/s
2026-05-03 20:45:00,75.6 kp/s
2026-05-03 20:45:20,75.6 kp/s
2026-05-03 20:45:40,75.6 kp/s
2026-05-03 20:46:00,75.6 kp/s
2026-05-03 20:46:20,75.6 kp/s
2026-05-03 20:46:40,75.6 kp/s
2026-05-03 20:47:00,75.6 kp/s
2026-05-03 20:47:20,75.5 kp/s
2026-05-03 20:47:40,75.5 kp/s
2026-05-03 20:48:00,75.6 kp/s
2026-05-03 20:48:20,75.6 kp/s
2026-05-03 20:48:40,75.6 kp/s
2026-05-03 20:49:00,75.7 kp/s
2026-05-03 20:49:20,75.7 kp/s
2026-05-03 20:49:40,75.7 kp/s
2026-05-03 20:50:00,75.7 kp/s
2026-05-03 20:50:20,75.7 kp/s
2026-05-03 20:50:40,75.7 kp/s
2026-05-03 20:51:00,75.7 kp/s
2026-05-03 20:51:20,75.8 kp/s
2026-05-03 20:51:40,75.8 kp/s
2026-05-03 20:52:00,75.8 kp/s
2026-05-03 20:52:20,75.8 kp/s
2026-05-03 20:52:40,75.8 kp/s
2026-05-03 20:53:00,75.8 kp/s
2026-05-03 20:53:20,75.8 kp/s
2026-05-03 20:53:40,75.7 kp/s
2026-05-03 20:54:00,75.7 kp/s
2026-05-03 20:54:20,75.5 kp/s
2026-05-03 20:54:40,75.4 kp/s
2026-05-03 20:55:00,75.3 kp/s
2026-05-03 20:55:20,75.1 kp/s
2026-05-03 20:55:40,75.0 kp/s
2026-05-03 20:56:00,74.8 kp/s
2026-05-03 20:56:20,74.5 kp/s
2026-05-03 20:56:40,74.4 kp/s
2026-05-03 20:57:00,74.3 kp/s
2026-05-03 20:57:20,74.0 kp/s
2026-05-03 20:57:40,73.8 kp/s
2026-05-03 20:58:00,73.7 kp/s
2026-05-03 20:58:20,73.5 kp/s
2026-05-03 20:58:40,73.3 kp/s
2026-05-03 20:59:00,73.3 kp/s
2026-05-03 20:59:20,73.3 kp/s
2026-05-03 20:59:40,73.3 kp/s
2026-05-03 21:00:00,73.3 kp/s
2026-05-03 21:00:20,73.5 kp/s
2026-05-03 21:00:40,73.7 kp/s
2026-05-03 21:01:00,73.8 kp/s
2026-05-03 21:01:20,74.1 kp/s
2026-05-03 21:01:40,74.2 kp/s
2026-05-03 21:02:00,74.4 kp/s
2026-05-03 21:02:20,74.7 kp/s
2026-05-03 21:02:40,74.8 kp/s
2026-05-03 21:03:00,75.0 kp/s
2026-05-03 21:03:20,75.3 kp/s
2026-05-03 21:03:40,75.4 kp/s
2026-05-03 21:04:00,75.5 kp/s
2026-05-03 21:04:20,75.8 kp/s
2026-05-03 21:04:40,75.9 kp/s
2026-05-03 21:05:00,76.0 kp/s
2026-05-03 21:05:20,76.0 kp/s
2026-05-03 21:05:40,76.1 kp/s
2026-05-03 21:06:00,76.1 kp/s
2026-05-03 21:06:20,76.1 kp/s
2026-05-03 21:06:40,76.1 kp/s
2026-05-03 21:07:00,76.1 kp/s
2026-05-03 21:07:20,76.0 kp/s
2026-05-03 21:07:40,76.0 kp/s
2026-05-03 21:08:00,76.0 kp/s
2026-05-03 21:08:20,76.0 kp/s
2026-05-03 21:08:40,75.9 kp/s
2026-05-03 21:09:00,76.0 kp/s
2026-05-03 21:09:20,75.9 kp/s
2026-05-03 21:09:40,75.8 kp/s
2026-05-03 21:10:00,75.8 kp/s
2026-05-03 21:10:20,75.8 kp/s
2026-05-03 21:10:40,75.7 kp/s
2026-05-03 21:11:00,75.7 kp/s
2026-05-03 21:11:20,75.7 kp/s
2026-05-03 21:11:40,75.7 kp/s
2026-05-03 21:12:00,75.7 kp/s
2026-05-03 21:12:20,75.7 kp/s
2026-05-03 21:12:40,75.6 kp/s
2026-05-03 21:13:00,75.6 kp/s
2026-05-03 21:13:20,75.6 kp/s
2026-05-03 21:13:40,75.6 kp/s
2026-05-03 21:14:00,75.5 kp/s
2026-05-03 21:14:20,75.6 kp/s
2026-05-03 21:14:40,75.6 kp/s
2026-05-03 21:15:00,75.6 kp/s
2026-05-03 21:15:20,75.7 kp/s
2026-05-03 21:15:40,75.7 kp/s
2026-05-03 21:16:00,75.7 kp/s
2026-05-03 21:16:20,75.7 kp/s
2026-05-03 21:16:40,75.7 kp/s
2026-05-03 21:17:00,75.7 kp/s
2026-05-03 21:17:20,75.8 kp/s
2026-05-03 21:17:40,75.8 kp/s
2026-05-03 21:18:00,75.8 kp/s
2026-05-03 21:18:20,75.9 kp/s
2026-05-03 21:18:40,75.9 kp/s
2026-05-03 21:19:00,75.8 kp/s
2026-05-03 21:19:20,75.9 kp/s
2026-05-03 21:19:40,75.8 kp/s
2026-05-03 21:20:00,75.8 kp/s
2026-05-03 21:20:20,75.8 kp/s
2026-05-03 21:20:40,75.9 kp/s
2026-05-03 21:21:00,75.9 kp/s
2026-05-03 21:21:20,75.9 kp/s
2026-05-03 21:21:40,75.9 kp/s
2026-05-03 21:22:00,76.0 kp/s
2026-05-03 21:22:20,76.0 kp/s
2026-05-03 21:22:40,76.0 kp/s
2026-05-03 21:23:00,76.0 kp/s
2026-05-03 21:23:20,76.0 kp/s
2026-05-03 21:23:40,76.0 kp/s
2026-05-03 21:24:00,76.1 kp/s
2026-05-03 21:24:20,76.1 kp/s
2026-05-03 21:24:40,76.1 kp/s
2026-05-03 21:25:00,76.1 kp/s
2026-05-03 21:25:20,76.1 kp/s
2026-05-03 21:25:40,76.1 kp/s
2026-05-03 21:26:00,76.2 kp/s
