"Time","172.212.226.225:9100 eth0 rx"
2026-04-27 22:10:15,58.6 kp/s
2026-04-27 22:10:30,54.6 kp/s
2026-04-27 22:10:45,50.7 kp/s
2026-04-27 22:11:00,46.6 kp/s
2026-04-27 22:11:15,42.5 kp/s
2026-04-27 22:11:30,38.5 kp/s
2026-04-27 22:11:45,34.6 kp/s
2026-04-27 22:12:00,30.7 kp/s
2026-04-27 22:12:15,26.7 kp/s
2026-04-27 22:12:30,22.8 kp/s
2026-04-27 22:12:45,18.8 kp/s
2026-04-27 22:13:00,14.9 kp/s
2026-04-27 22:13:15,11.0 kp/s
2026-04-27 22:13:30,7.00 kp/s
2026-04-27 22:13:45,3.03 kp/s
2026-04-27 22:14:00,2.98 p/s
2026-04-27 22:14:15,2.89 p/s
2026-04-27 22:14:30,3.02 p/s
